data,направление,специальность,green,yellow,red,black,year,month
1/1/2016,взрослые,Стоматолог,4818,1001,1173,1110,2016,1
1/1/2016,взрослые,Онколог,39884,7168,12175,562,2016,1
1/1/2016,взрослые,Терапевт,1007572,101215,25279,252,2016,1
1/1/2016,взрослые,Оториноларинголог,135448,6829,3591,240,2016,1
1/1/2016,взрослые,Гинеколог,313794,14573,10863,209,2016,1
1/1/2016,взрослые,Гематолог,4023,1058,2111,145,2016,1
1/1/2016,взрослые,Гастроэнтеролог,24688,4125,6984,135,2016,1
1/1/2016,взрослые,Хирург,212015,3775,1973,90,2016,1
1/1/2016,взрослые,Ревматолог,20101,2325,2389,66,2016,1
1/1/2016,взрослые,Иммунолог,10870,949,1092,59,2016,1
1/1/2016,взрослые,Эндокринолог,159320,14579,23548,40,2016,1
1/1/2016,взрослые,Пульмонолог,12030,2151,2693,39,2016,1
1/1/2016,взрослые,Психиатр,915,111,223,25,2016,1
1/1/2016,взрослые,Нефролог,3436,319,458,23,2016,1
1/1/2016,взрослые,Инфекционист,32333,1135,1059,13,2016,1
1/1/2016,взрослые,Колопроктолог,11247,1714,1931,11,2016,1
1/1/2016,взрослые,Офтальмолог,185861,5836,3915,10,2016,1
1/1/2016,взрослые,Кардиолог,110374,10896,15123,9,2016,1
1/1/2016,взрослые,Невролог,201287,29365,37104,5,2016,1
1/1/2016,взрослые,Уролог,122077,2596,1649,1,2016,1
1/1/2016,взрослые,Колопроктолог,2,0,0,0,2016,1
1/1/2016,детские,Стоматолог,12666,970,2456,954,2016,1
1/1/2016,детские,Педиатр,610802,94726,34206,299,2016,1
1/1/2016,детские,Уролог-андролог,2924,340,277,137,2016,1
1/1/2016,детские,Хирург,69799,1115,782,114,2016,1
1/1/2016,детские,Гинеколог,18086,440,428,91,2016,1
1/1/2016,детские,Оториноларинголог,104250,5189,3825,55,2016,1
1/1/2016,детские,Нефролог,11298,775,1130,31,2016,1
1/1/2016,детские,Иммунолог,21556,2756,3623,28,2016,1
1/1/2016,детские,Эндокринолог,21470,1895,2201,28,2016,1
1/1/2016,детские,Гастроэнтеролог,19235,1769,1944,16,2016,1
1/1/2016,детские,Кардиолог,27192,3031,3024,14,2016,1
1/1/2016,детские,Ревматолог,490,51,22,6,2016,1
1/1/2016,детские,Пульмонолог,543,60,41,5,2016,1
1/1/2016,детские,Невролог,105710,13413,16452,3,2016,1
1/1/2016,детские,Гематолог,1568,178,170,2,2016,1
1/1/2016,детские,Онколог,433,24,44,1,2016,1
1/1/2016,детские,Инфекционист,253,17,6,0,2016,1
1/1/2016,детские,Офтальмолог,93088,1547,1376,0,2016,1
1/1/2016,детские,Психиатр,226,27,2,0,2016,1
2/1/2016,взрослые,Стоматолог,1139,187,328,397,2016,2
2/1/2016,взрослые,Онколог,13848,2079,4517,160,2016,2
2/1/2016,взрослые,Гинеколог,76422,670,1104,103,2016,2
2/1/2016,взрослые,Терапевт,248701,18435,4215,80,2016,2
2/1/2016,взрослые,Гематолог,1467,365,502,62,2016,2
2/1/2016,взрослые,Гастроэнтеролог,7166,1079,1869,48,2016,2
2/1/2016,взрослые,Оториноларинголог,31065,1307,1059,37,2016,2
2/1/2016,взрослые,Инфекционист,10502,431,319,29,2016,2
2/1/2016,взрослые,Ревматолог,6194,489,803,26,2016,2
2/1/2016,взрослые,Хирург,52966,37,129,21,2016,2
2/1/2016,взрослые,Офтальмолог,44763,399,496,18,2016,2
2/1/2016,взрослые,Пульмонолог,4411,457,903,14,2016,2
2/1/2016,взрослые,Иммунолог,3505,445,419,12,2016,2
2/1/2016,взрослые,Психиатр,118,4,9,6,2016,2
2/1/2016,взрослые,Колопроктолог,3478,471,831,5,2016,2
2/1/2016,взрослые,Невролог,63864,8615,12935,5,2016,2
2/1/2016,взрослые,Нефролог,1466,115,193,3,2016,2
2/1/2016,взрослые,Уролог,31093,14,46,3,2016,2
2/1/2016,взрослые,Эндокринолог,52272,4125,8152,3,2016,2
2/1/2016,взрослые,Кардиолог,37994,3247,4369,1,2016,2
2/1/2016,детские,Стоматолог,2933,21,465,290,2016,2
2/1/2016,детские,Педиатр,162910,11750,3747,101,2016,2
2/1/2016,детские,Гинеколог,4051,133,73,52,2016,2
2/1/2016,детские,Уролог-андролог,777,77,61,21,2016,2
2/1/2016,детские,Оториноларинголог,23088,409,465,20,2016,2
2/1/2016,детские,Иммунолог,5758,684,855,18,2016,2
2/1/2016,детские,Эндокринолог,6235,563,683,17,2016,2
2/1/2016,детские,Кардиолог,7736,674,953,6,2016,2
2/1/2016,детские,Нефролог,2923,188,271,6,2016,2
2/1/2016,детские,Гастроэнтеролог,5037,538,698,4,2016,2
2/1/2016,детские,Ревматолог,170,5,14,4,2016,2
2/1/2016,детские,Хирург,13811,7,74,3,2016,2
2/1/2016,детские,Невролог,25464,1827,3419,2,2016,2
2/1/2016,детские,Гематолог,325,28,60,1,2016,2
2/1/2016,детские,Пульмонолог,206,26,7,1,2016,2
2/1/2016,детские,Инфекционист,94,6,0,0,2016,2
2/1/2016,детские,Онколог,191,0,32,0,2016,2
2/1/2016,детские,Офтальмолог,19305,9,134,0,2016,2
2/1/2016,детские,Психиатр,125,14,6,0,2016,2
3/1/2016,взрослые,Оториноларинголог,151677,18593,15956,1136,2016,3
3/1/2016,взрослые,Онколог,58739,11722,25831,944,2016,3
3/1/2016,взрослые,Стоматолог,5324,365,1667,926,2016,3
3/1/2016,взрослые,Гинеколог,400421,31473,15328,447,2016,3
3/1/2016,взрослые,Терапевт,1247302,200170,55807,412,2016,3
3/1/2016,взрослые,Гастроэнтеролог,34409,4861,13876,406,2016,3
3/1/2016,взрослые,Офтальмолог,244080,22745,14844,294,2016,3
3/1/2016,взрослые,Эндокринолог,236354,27060,61594,157,2016,3
3/1/2016,взрослые,Гематолог,5132,1411,4283,156,2016,3
3/1/2016,взрослые,Пульмонолог,18074,3060,6386,138,2016,3
3/1/2016,взрослые,Хирург,297266,6740,1428,100,2016,3
3/1/2016,взрослые,Иммунолог,17109,2651,3903,75,2016,3
3/1/2016,взрослые,Нефролог,6070,649,1011,54,2016,3
3/1/2016,взрослые,Ревматолог,30265,2976,6819,53,2016,3
3/1/2016,взрослые,Психиатр,322,77,456,52,2016,3
3/1/2016,взрослые,Невролог,253614,45116,108261,38,2016,3
3/1/2016,взрослые,Кардиолог,158569,20593,34973,25,2016,3
3/1/2016,взрослые,Инфекционист,49019,3001,2880,9,2016,3
3/1/2016,взрослые,Колопроктолог,15567,2731,5499,6,2016,3
3/1/2016,взрослые,Уролог,168068,6960,1641,1,2016,3
3/1/2016,детские,Стоматолог,17744,1424,6184,1805,2016,3
3/1/2016,детские,Педиатр,772822,113498,33019,426,2016,3
3/1/2016,детские,Оториноларинголог,121576,19809,18708,242,2016,3
3/1/2016,детские,Офтальмолог,148281,9510,7370,128,2016,3
3/1/2016,детские,Хирург,117660,6570,4431,116,2016,3
3/1/2016,детские,Гинеколог,26424,2912,3878,98,2016,3
3/1/2016,детские,Иммунолог,30151,3926,9131,97,2016,3
3/1/2016,детские,Уролог-андролог,5051,923,1943,69,2016,3
3/1/2016,детские,Невролог,119202,29350,70859,47,2016,3
3/1/2016,детские,Гастроэнтеролог,24160,2594,8084,40,2016,3
3/1/2016,детские,Нефролог,16167,1547,1994,34,2016,3
3/1/2016,детские,Эндокринолог,28586,4315,9236,34,2016,3
3/1/2016,детские,Кардиолог,38786,5175,8731,30,2016,3
3/1/2016,детские,Ревматолог,681,83,68,11,2016,3
3/1/2016,детские,Пульмонолог,745,42,110,9,2016,3
3/1/2016,детские,Гематолог,1664,188,476,3,2016,3
3/1/2016,детские,Инфекционист,389,12,2,3,2016,3
3/1/2016,детские,Онколог,702,102,184,2,2016,3
3/1/2016,детские,Психиатр,264,21,12,0,2016,3
4/1/2016,взрослые,Офтальмолог,213934,17608,14141,2059,2016,4
4/1/2016,взрослые,Онколог,41125,9280,20737,986,2016,4
4/1/2016,взрослые,Стоматолог,4654,450,1347,820,2016,4
4/1/2016,взрослые,Гинеколог,365615,24984,14705,638,2016,4
4/1/2016,взрослые,Терапевт,1221964,146293,27768,580,2016,4
4/1/2016,взрослые,Эндокринолог,170017,20520,52300,444,2016,4
4/1/2016,взрослые,Гастроэнтеролог,25098,4031,10824,324,2016,4
4/1/2016,взрослые,Кардиолог,124337,14952,26314,216,2016,4
4/1/2016,взрослые,Ревматолог,23531,3077,6742,196,2016,4
4/1/2016,взрослые,Гематолог,4049,1911,1910,164,2016,4
4/1/2016,взрослые,Пульмонолог,16196,2336,4709,159,2016,4
4/1/2016,взрослые,Оториноларинголог,138248,15461,10678,134,2016,4
4/1/2016,взрослые,Иммунолог,13040,1825,4684,46,2016,4
4/1/2016,взрослые,Нефролог,5681,609,756,44,2016,4
4/1/2016,взрослые,Невролог,186152,35439,78287,37,2016,4
4/1/2016,взрослые,Психиатр,54,8,353,33,2016,4
4/1/2016,взрослые,Инфекционист,44463,2887,3207,23,2016,4
4/1/2016,взрослые,Хирург,266043,11930,2923,10,2016,4
4/1/2016,взрослые,Колопроктолог,12546,2821,3626,5,2016,4
4/1/2016,взрослые,Уролог,156342,3693,829,4,2016,4
4/1/2016,детские,Стоматолог,12996,1997,6764,1962,2016,4
4/1/2016,детские,Оториноларинголог,127413,16109,13950,704,2016,4
4/1/2016,детские,Педиатр,793442,91736,16868,347,2016,4
4/1/2016,детские,Хирург,115969,4391,2031,259,2016,4
4/1/2016,детские,Гинеколог,28581,2760,3448,202,2016,4
4/1/2016,детские,Офтальмолог,137510,11135,8233,167,2016,4
4/1/2016,детские,Невролог,103588,24103,62892,140,2016,4
4/1/2016,детские,Эндокринолог,24126,3799,10586,138,2016,4
4/1/2016,детские,Иммунолог,24229,3678,9742,127,2016,4
4/1/2016,детские,Уролог-андролог,6330,990,1981,68,2016,4
4/1/2016,детские,Гастроэнтеролог,23781,2840,6372,38,2016,4
4/1/2016,детские,Кардиолог,30864,4771,11248,27,2016,4
4/1/2016,детские,Нефролог,14648,1237,2245,22,2016,4
4/1/2016,детские,Гематолог,1072,303,451,21,2016,4
4/1/2016,детские,Ревматолог,500,62,103,9,2016,4
4/1/2016,детские,Инфекционист,323,6,12,6,2016,4
4/1/2016,детские,Пульмонолог,544,116,121,4,2016,4
4/1/2016,детские,Онколог,726,89,128,1,2016,4
4/1/2016,детские,Психиатр,157,6,4,0,2016,4
5/1/2016,взрослые,Онколог,46688,7061,16189,620,2016,5
5/1/2016,взрослые,Терапевт,1118895,82483,14379,599,2016,5
5/1/2016,взрослые,Стоматолог,3496,421,498,555,2016,5
5/1/2016,взрослые,Гинеколог,373840,16481,7039,481,2016,5
5/1/2016,взрослые,Пульмонолог,14941,2003,3351,176,2016,5
5/1/2016,взрослые,Гематолог,5822,880,1183,148,2016,5
5/1/2016,взрослые,Ревматолог,19798,2588,4113,71,2016,5
5/1/2016,взрослые,Гастроэнтеролог,23138,2867,6276,57,2016,5
5/1/2016,взрослые,Нефролог,4525,427,527,57,2016,5
5/1/2016,взрослые,Оториноларинголог,140932,7321,4163,44,2016,5
5/1/2016,взрослые,Иммунолог,12438,2720,2886,36,2016,5
5/1/2016,взрослые,Инфекционист,38520,2243,2564,32,2016,5
5/1/2016,взрослые,Психиатр,75,16,519,23,2016,5
5/1/2016,взрослые,Эндокринолог,159321,16530,32324,22,2016,5
5/1/2016,взрослые,Офтальмолог,196746,8557,4724,6,2016,5
5/1/2016,взрослые,Колопроктолог,13357,2182,1853,5,2016,5
5/1/2016,взрослые,Хирург,250178,8690,1216,5,2016,5
5/1/2016,взрослые,Невролог,202994,27086,40630,2,2016,5
5/1/2016,взрослые,Кардиолог,107251,9395,16093,1,2016,5
5/1/2016,взрослые,Уролог,135326,1418,142,1,2016,5
5/1/2016,детские,Стоматолог,10731,1537,9325,1476,2016,5
5/1/2016,детские,Оториноларинголог,132420,12877,8448,325,2016,5
5/1/2016,детские,Педиатр,735240,100175,16958,168,2016,5
5/1/2016,детские,Гинеколог,28631,2628,2353,162,2016,5
5/1/2016,детские,Хирург,117854,3177,1870,107,2016,5
5/1/2016,детские,Эндокринолог,25147,3504,7399,84,2016,5
5/1/2016,детские,Невролог,115272,23510,48026,73,2016,5
5/1/2016,детские,Уролог-андролог,6319,767,1617,61,2016,5
5/1/2016,детские,Иммунолог,23836,4238,8411,60,2016,5
5/1/2016,детские,Офтальмолог,142816,8491,8866,50,2016,5
5/1/2016,детские,Кардиолог,29444,4863,9866,37,2016,5
5/1/2016,детские,Нефролог,14704,1034,1537,16,2016,5
5/1/2016,детские,Гастроэнтеролог,20380,2648,4123,13,2016,5
5/1/2016,детские,Гематолог,1910,363,500,10,2016,5
5/1/2016,детские,Ревматолог,565,77,109,8,2016,5
5/1/2016,детские,Пульмонолог,523,84,88,5,2016,5
5/1/2016,детские,Онколог,671,49,51,1,2016,5
5/1/2016,детские,Инфекционист,281,29,55,0,2016,5
5/1/2016,детские,Психиатр,178,0,9,0,2016,5
6/1/2016,взрослые,Стоматолог,3211,152,391,591,2016,6
6/1/2016,взрослые,Онколог,47522,7206,13303,540,2016,6
6/1/2016,взрослые,Гинеколог,375659,14695,4893,288,2016,6
6/1/2016,взрослые,Терапевт,1016880,108031,22570,257,2016,6
6/1/2016,взрослые,Гематолог,4396,418,1144,97,2016,6
6/1/2016,взрослые,Ревматолог,17331,1705,3154,49,2016,6
6/1/2016,взрослые,Пульмонолог,13562,1483,2392,36,2016,6
6/1/2016,взрослые,Иммунолог,10870,953,1330,32,2016,6
6/1/2016,взрослые,Оториноларинголог,143184,6594,2006,32,2016,6
6/1/2016,взрослые,Гастроэнтеролог,23964,2239,4651,24,2016,6
6/1/2016,взрослые,Нефролог,3994,244,364,21,2016,6
6/1/2016,взрослые,Психиатр,53,23,59,20,2016,6
6/1/2016,взрослые,Хирург,246970,6347,1559,19,2016,6
6/1/2016,взрослые,Инфекционист,40034,1912,1780,14,2016,6
6/1/2016,взрослые,Офтальмолог,191357,7390,1872,10,2016,6
6/1/2016,взрослые,Колопроктолог,14202,1041,1074,6,2016,6
6/1/2016,взрослые,Невролог,206055,16318,21694,6,2016,6
6/1/2016,взрослые,Эндокринолог,149220,9780,19244,5,2016,6
6/1/2016,взрослые,Кардиолог,99982,7093,10530,4,2016,6
6/1/2016,взрослые,Уролог,130618,1198,147,3,2016,6
6/1/2016,взрослые,Колопроктолог,1,0,0,0,2016,6
6/1/2016,детские,Стоматолог,11109,1433,5894,1087,2016,6
6/1/2016,детские,Хирург,95658,1652,1008,310,2016,6
6/1/2016,детские,Педиатр,642586,70916,15515,219,2016,6
6/1/2016,детские,Гинеколог,26948,928,539,178,2016,6
6/1/2016,детские,Офтальмолог,110226,4657,7561,126,2016,6
6/1/2016,детские,Оториноларинголог,117338,4822,3329,97,2016,6
6/1/2016,детские,Эндокринолог,24683,2600,3692,63,2016,6
6/1/2016,детские,Нефролог,10906,650,685,62,2016,6
6/1/2016,детские,Кардиолог,25515,2288,4238,51,2016,6
6/1/2016,детские,Уролог-андролог,5925,533,1029,51,2016,6
6/1/2016,детские,Иммунолог,16692,1293,1981,32,2016,6
6/1/2016,детские,Невролог,118126,14847,22271,20,2016,6
6/1/2016,детские,Гастроэнтеролог,16605,1340,1668,17,2016,6
6/1/2016,детские,Гематолог,1615,102,147,15,2016,6
6/1/2016,детские,Инфекционист,375,2,4,13,2016,6
6/1/2016,детские,Ревматолог,482,34,57,5,2016,6
6/1/2016,детские,Пульмонолог,346,84,53,3,2016,6
6/1/2016,детские,Психиатр,284,6,6,1,2016,6
6/1/2016,детские,Онколог,578,31,37,0,2016,6
7/1/2016,взрослые,Терапевт,957561,70356,9729,800,2016,7
7/1/2016,взрослые,Стоматолог,2577,65,343,650,2016,7
7/1/2016,взрослые,Оториноларинголог,120860,4480,2819,354,2016,7
7/1/2016,взрослые,Гинеколог,347483,10982,2339,343,2016,7
7/1/2016,взрослые,Онколог,43910,4750,8779,276,2016,7
7/1/2016,взрослые,Гематолог,1365,164,1265,136,2016,7
7/1/2016,взрослые,Уролог,110139,892,257,115,2016,7
7/1/2016,взрослые,Ревматолог,13340,1155,1600,89,2016,7
7/1/2016,взрослые,Офтальмолог,167977,5082,2651,73,2016,7
7/1/2016,взрослые,Психиатр,18,0,0,56,2016,7
7/1/2016,взрослые,Хирург,214401,5473,482,42,2016,7
7/1/2016,взрослые,Гастроэнтеролог,17272,1531,2920,39,2016,7
7/1/2016,взрослые,Инфекционист,31600,1183,1152,35,2016,7
7/1/2016,взрослые,Иммунолог,8084,603,876,19,2016,7
7/1/2016,взрослые,Пульмонолог,10598,911,1279,18,2016,7
7/1/2016,взрослые,Нефролог,3844,244,421,6,2016,7
7/1/2016,взрослые,Эндокринолог,127880,7546,12790,5,2016,7
7/1/2016,взрослые,Колопроктолог,11302,658,709,4,2016,7
7/1/2016,взрослые,Невролог,188808,12301,15758,3,2016,7
7/1/2016,взрослые,Кардиолог,85159,5033,6076,1,2016,7
7/1/2016,детские,Стоматолог,7639,447,4365,772,2016,7
7/1/2016,детские,Педиатр,546451,75314,13459,452,2016,7
7/1/2016,детские,Хирург,74481,1753,716,299,2016,7
7/1/2016,детские,Гинеколог,18327,444,1141,145,2016,7
7/1/2016,детские,Офтальмолог,88229,2457,2314,93,2016,7
7/1/2016,детские,Оториноларинголог,78390,2855,1777,85,2016,7
7/1/2016,детские,Эндокринолог,15858,909,1946,70,2016,7
7/1/2016,детские,Иммунолог,8829,503,791,31,2016,7
7/1/2016,детские,Кардиолог,15486,1468,1938,31,2016,7
7/1/2016,детские,Нефролог,5397,301,736,19,2016,7
7/1/2016,детские,Инфекционист,145,0,9,14,2016,7
7/1/2016,детские,Невролог,93240,8842,12088,11,2016,7
7/1/2016,детские,Гастроэнтеролог,9060,689,1055,9,2016,7
7/1/2016,детские,Гематолог,949,46,37,7,2016,7
7/1/2016,детские,Уролог-андролог,3915,324,633,7,2016,7
7/1/2016,детские,Ревматолог,181,23,41,6,2016,7
7/1/2016,детские,Психиатр,237,4,0,2,2016,7
7/1/2016,детские,Онколог,203,23,34,1,2016,7
7/1/2016,детские,Пульмонолог,231,45,20,1,2016,7
8/1/2016,взрослые,Стоматолог,2411,21,331,690,2016,8
8/1/2016,взрослые,Терапевт,1083353,91974,13568,315,2016,8
8/1/2016,взрослые,Гинеколог,387530,19589,6306,310,2016,8
8/1/2016,взрослые,Оториноларинголог,140558,4942,4323,302,2016,8
8/1/2016,взрослые,Онколог,46674,5785,10613,209,2016,8
8/1/2016,взрослые,Ревматолог,18003,1445,1998,197,2016,8
8/1/2016,взрослые,Гематолог,2918,465,954,130,2016,8
8/1/2016,взрослые,Хирург,256898,785,306,96,2016,8
8/1/2016,взрослые,Колопроктолог,11422,755,1133,70,2016,8
8/1/2016,взрослые,Гастроэнтеролог,22725,1920,3042,61,2016,8
8/1/2016,взрослые,Иммунолог,8791,882,1522,36,2016,8
8/1/2016,взрослые,Инфекционист,37789,1629,1582,31,2016,8
8/1/2016,взрослые,Психиатр,9,0,0,19,2016,8
8/1/2016,взрослые,Офтальмолог,204363,4744,2275,15,2016,8
8/1/2016,взрослые,Пульмонолог,11690,1108,1760,8,2016,8
8/1/2016,взрослые,Нефролог,3967,323,508,6,2016,8
8/1/2016,взрослые,Невролог,221603,18077,19073,4,2016,8
8/1/2016,взрослые,Кардиолог,94943,5915,6880,3,2016,8
8/1/2016,взрослые,Эндокринолог,151822,11133,15111,3,2016,8
8/1/2016,взрослые,Уролог,127838,1371,395,2,2016,8
8/1/2016,детские,Педиатр,976914,158820,64022,1659,2016,8
8/1/2016,детские,Стоматолог,9163,2187,7063,971,2016,8
8/1/2016,детские,Гинеколог,26728,1255,1782,185,2016,8
8/1/2016,детские,Хирург,104570,3909,1969,160,2016,8
8/1/2016,детские,Оториноларинголог,116490,4037,3820,133,2016,8
8/1/2016,детские,Офтальмолог,132490,12885,8744,96,2016,8
8/1/2016,детские,Эндокринолог,23989,1524,2571,48,2016,8
8/1/2016,детские,Иммунолог,17002,1349,1655,27,2016,8
8/1/2016,детские,Кардиолог,28674,3234,5289,20,2016,8
8/1/2016,детские,Нефролог,10076,521,996,13,2016,8
8/1/2016,детские,Уролог-андролог,5608,493,886,13,2016,8
8/1/2016,детские,Гастроэнтеролог,15537,1909,2489,9,2016,8
8/1/2016,детские,Ревматолог,826,101,126,6,2016,8
8/1/2016,детские,Пульмонолог,284,42,25,4,2016,8
8/1/2016,детские,Гематолог,1447,163,240,3,2016,8
8/1/2016,детские,Невролог,126228,17277,24582,3,2016,8
8/1/2016,детские,Онколог,343,72,138,2,2016,8
8/1/2016,детские,Инфекционист,208,37,6,0,2016,8
8/1/2016,детские,Психиатр,204,0,4,0,2016,8
